Hypothesis_ID,Description,Variables,Trigger_Time,Context_Trend,Context_Volatility,Result
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-01-27 12:00:00,-0.08468629200119131,-0.12477817727467397,True
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-01-27 14:00:00,0.012085344365278989,0.5751258366663021,True
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-02-03 14:00:00,-0.1783373593929176,1.2600956965655306,False
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-02-11 13:00:00,-0.0722167983195778,-0.3580235687658233,True
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-02-25 13:00:00,-0.016130770612539,3.0322520469237126,True
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-03-03 11:00:00,0.09161031069293131,3.702334307861579,True
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-03-03 13:00:00,0.18799807529271204,0.6724441831292691,True
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-03-10 13:00:00,-0.02791863379378672,0.46501407656540944,True
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-03-18 12:00:00,-0.045590133371577204,3.7834781913384647,True
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-03-25 10:00:00,0.011011227572831891,1.2841999427728175,True
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-03-25 12:00:00,0.07515502788944453,-0.061496494531329764,True
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-04-02 12:00:00,0.011393869288607113,2.1804814841702655,True
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-04-02 14:00:00,0.05878724981467778,0.26541478696087567,True
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-04-17 13:00:00,-0.02319620541822487,1.158942734515787,False
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-06-11 11:00:00,-0.1313971008468856,0.18372151981838133,True
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-06-12 12:00:00,0.08281083142639038,0.19974407279254766,True
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-06-12 14:00:00,0.08570137790828875,-0.8841494508316955,True
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-06-23 12:00:00,-0.12553895111221966,2.379245322810552,True
LDN_FAKE_001,"London sweeps Asia, closes past origin fractal, targets opposite Asia boundary","['Asia_High', 'Asia_Low', 'Origin_Fractal', 'Session']",2025-06-23 14:00:00,-0.14295468653010446,0.576403860503096,True
